anahtar,adet,ornek_yazim,ilk_yer
"منالجاهلين",1,"مِنَالْجَاهِلٖينَ","11:46:23"
"لامفترون",1,"اِلَّامُفْتَرُونَ","11:50:17"
"افلاتعقلون",1,"اَفَلَاتَعْقِلُونَ","11:51:13"
"ويزدكم",1,"وَيَزِدْكُمْ","11:52:12"
"قوتكم",1,"قُوَّتِكُمْ","11:52:15"
"تتولوامجرمين",1,"تَتَوَلَّوْامُجْرِمٖينَ","11:52:17"
"بتاركى",1,"بِتَارِكٖٓي","11:53:9"
"قولك",1,"قَوْلِكَ","11:53:12"
"لكبمؤمنين",1,"لَكَبِمُؤْمِنٖينَ","11:53:15"
"اعتريك",1,"اعْتَرٰيكَ","11:54:4"
"فكيدونى",1,"فَكٖيدُونٖي","11:55:3"
"بناصيتها",1,"بِنَاصِيَتِهَاؕ","11:56:13"
"تضرونه",1,"تَضُرُّونَهُ","11:57:14"
"ونجيناهم",1,"وَنَجَّيْنَاهُمْ","11:58:11"
"جحدوا",1,"جَحَدُوا","11:59:3"
"لعاد",1,"لِعَادٍ","11:60:15"
"واستعمركم",1,"وَاسْتَعْمَرَكُمْ","11:61:19"
"فاستغفروه",1,"فَاسْتَغْفِرُوهُ","11:61:21"
"قريبمجيب",1,"قَرٖيبٌمُجٖيبٌ","11:61:27"
"مرجوا",1,"مَرْجُوًّا","11:62:7"
"اتنهينا",1,"اَتَنْهٰينَٓا","11:62:10"
"واننا",1,"وَاِنَّنَا","11:62:16"
"ليهمريب",1,"اِلَيْهِمُرٖيبٍ","11:62:21"
"عصيته",1,"عَصَيْتُهُ","11:63:19"
"تزيدوننى",1,"تَزٖيدُونَنٖي","11:63:21"
"غيرتخسير",1,"غَيْرَتَخْسٖيرٍ","11:63:22"
"عذابقريب",1,"عَذَابٌقَرٖيبٌ","11:64:17"
"داركم",1,"دَارِكُمْ","11:65:5"
"مكذوب",1,"مَكْذُوبٍ","11:65:11"
"لثمود",1,"لِثَمُودَࣖ","11:68:12"
"لبث",1,"لَبِثَ","11:69:11"
"حنيذ",1,"حَنٖيذٍ","11:69:15"
"نكرهم",1,"نَكِرَهُمْ","11:70:7"
"واوجس",1,"وَاَوْجَسَ","11:70:8"
"فضحكت",1,"فَضَحِكَتْ","11:71:3"
"فبشرناها",1,"فَبَشَّرْنَاهَا","11:71:4"
"ءالد",1,"ءَاَلِدُ","11:72:4"
"بعلى",1,"بَعْلٖي","11:72:8"
"لشيءعجيب",1,"لَشَيْءٌعَجٖيبٌ","11:72:12"
"اتعجبين",1,"اَتَعْجَبٖينَ","11:73:2"
"وبركاته",1,"وَبَرَكَاتُهُ","11:73:8"
"لروع",1,"الرَّوْعُ","11:74:5"
"وجاءته",1,"وَجَٓاءَتْهُ","11:74:6"
"يجادلنا",1,"يُجَادِلُنَا","11:74:8"
"لحليم",1,"لَحَلٖيمٌ","11:75:3"
"اواه",1,"اَوَّاهٌ","11:75:4"
"مردود",1,"مَرْدُودٍ","11:76:14"
"عصيب",1,"عَصٖيبٌ","11:77:13"
"وجاءه",1,"وَجَٓاءَهُ","11:78:1"
"رجلرشيد",1,"رَجُلٌرَشٖيدٌ","11:78:26"
"بناتك",1,"بَنَاتِكَ","11:79:7"
"لتعلم",1,"لَتَعْلَمُ","11:79:11"
"ركن",1,"رُكْنٍ","11:80:10"
"مصيبها",1,"مُصٖيبُهَا","11:81:22"
"لصبح",1,"الصُّبْحُؕ","11:81:27"
"لصبحبقريب",1,"الصُّبْحُبِقَرٖيبٍ","11:81:29"
"ببعيد",1,"بِبَعٖيدٍࣖ","11:83:8"
"تنقصوا",1,"تَنْقُصُوا","11:84:16"
"يوممحيط",1,"يَوْمٍمُحٖيطٍ","11:84:26"
"بقيت",1,"بَقِيَّتُ","11:86:1"
"اصلوتك",1,"اَصَلٰوتُكَ","11:87:4"
"تامرك",1,"تَاْمُرُكَ","11:87:5"
"نترك",1,"نَتْرُكَ","11:87:7"
"نشؤا",1,"نَشٰٓؤُ࣑اؕ","11:87:17"
"لحليمالرشيد",1,"الْحَلٖيمُالرَّشٖيدُ","11:87:20"
"ورزقنى",1,"وَرَزَقَنٖي","11:88:11"
"اخالفكم",1,"اُخَالِفَكُمْ","11:88:18"
"انهيكم",1,"اَنْهٰيكُمْ","11:88:21"
"توفيقى",1,"تَوْفٖيقٖٓي","11:88:30"
"واليهانيب",1,"وَاِلَيْهِاُنٖيبُ","11:88:35"
"شقاقى",1,"شِقَاقٖٓي","11:89:5"
"منكمببعيد",1,"مِنْكُمْبِبَعٖيدٍ","11:89:22"
"ودود",1,"وَدُودٌ","11:90:9"
"نفقه",1,"نَفْقَهُ࣑","11:91:5"
"رهطك",1,"رَهْطُكَ","11:91:14"
"علينابعزيز",1,"عَلَيْنَابِعَزٖيزٍ","11:91:18"
"ارهطى",1,"اَرَهْطٖٓي","11:92:4"
"اعز",1,"اَعَزُّ","11:92:5"
"واتخذتموه",1,"وَاتَّخَذْتُمُوهُ","11:92:9"
"ظهريا",1,"ظِهْرِيًّاؕ","11:92:11"
"تعملونمحيط",1,"تَعْمَلُونَمُحٖيطٌ","11:92:15"
"وارتقبوا",1,"وَارْتَقِبُٓوا","11:93:17"
"معكمرقيب",1,"مَعَكُمْرَقٖيبٌ","11:93:19"
"واخذت",1,"وَاَخَذَتِ","11:94:11"
"لمدين",1,"لِمَدْيَنَ","11:95:7"
"برشيد",1,"بِرَشٖيدٍ","11:97:10"
"يقدم",1,"يَقْدُمُ","11:98:1"
"فاوردهم",1,"فَاَوْرَدَهُمُ","11:98:5"
"لورد",1,"الْوِرْدُ","11:98:8"
"لمورود",1,"الْمَوْرُودُ","11:98:9"
"لرفد",1,"الرِّفْدُ","11:99:8"
"لمرفود",1,"الْمَرْفُودُ","11:99:9"
"نقصه",1,"نَقُصُّهُ","11:100:5"
"وحصيد",1,"وَحَصٖيدٌ","11:100:9"
"اغنت",1,"اَغْنَتْ","11:101:7"
"زادوهم",1,"زَادُوهُمْ","11:101:22"
"تتبيب",1,"تَتْبٖيبٍ","11:101:24"
"اخذه",1,"اَخْذَهُٓ","11:102:10"
"مجموع",1,"مَجْمُوعٌۙ","11:103:11"
"مشهود",1,"مَشْهُودٌ","11:103:16"
"نؤخره",1,"نُؤَخِّرُهُٓ","11:104:2"
"معدود",1,"مَعْدُودٍؕ","11:104:5"
"شقى",1,"شَقِيٌّ","11:105:9"
"وسعيد",1,"وَسَعٖيدٌ","11:105:10"
"وشهيق",1,"وَشَهٖيقٌۙ","11:106:9"
"سعدوا",1,"سُعِدُوا","11:108:3"
"مجذوذ",1,"مَجْذُوذٍ","11:108:18"
"لموفوهم",1,"لَمُوَفُّوهُمْ","11:109:17"
"منقوص",1,"مَنْقُوصٍࣖ","11:109:20"
"ليوفينهم",1,"لَيُوَفِّيَنَّهُمْ","11:111:4"
"فاستقم",1,"فَاسْتَقِمْ","11:112:1"
"تركنوا",1,"تَرْكَنُٓوا","11:113:2"
"فتمسكم",1,"فَتَمَسَّكُمُ","11:113:6"
"طرفى",1,"طَرَفَيِ","11:114:3"
"وزلفا",1,"وَزُلَفًا","11:114:5"
"لحسنات",1,"الْحَسَنَاتِ","11:114:9"
"للذاكرين",1,"لِلذَّاكِرٖينَۚ","11:114:14"
"اترفوا",1,"اُتْرِفُوا","11:116:23"
"لجعل",1,"لَجَعَلَ","11:118:4"
"مختلفين",1,"مُخْتَلِفٖينَۙ","11:118:10"
"ولذلك",1,"وَلِذٰلِكَ","11:119:5"
"نثبت",1,"نُثَبِّتُ","11:120:8"
"وجاءك",1,"وَجَٓاءَكَ","11:120:11"
"وانتظروا",1,"وَانْتَظِرُواۚ","11:122:1"
"واخوته",1,"وَاِخْوَتِهٖٓ","12:7:5"
"دلوه",1,"دَلْوَهُؕ","12:19:6"
"بمايعملون",1,"بِمَايَعْمَلُونَ","12:19:16"
"دراهم",1,"دَرَاهِمَ","12:20:4"
"لامراته",1,"لِامْرَاَتِهٖٓ","12:21:6"
"مثويه",1,"مَثْوٰيهُ","12:21:8"
"ولنعلمه",1,"وَلِنُعَلِّمَهُ","12:21:20"
"لنريها",1,"لَنَرٰيهَا","12:30:15"
"واتت",1,"وَاٰتَتْ","12:31:9"
"راينه",1,"رَاَيْنَهُٓ","12:31:18"
"اكبرنه",1,"اَكْبَرْنَهُ","12:31:19"
"ليسجننه",1,"لَيَسْجُنُنَّهُ","12:35:9"
"ترزقانه",1,"تُرْزَقَانِهٖٓ","12:37:5"
"اباءى",1,"اٰبَٓاءٖٓي","12:38:3"
"لواحدالقهار",1,"الْوَاحِدُالْقَهَّارُؕ","12:39:9"
"فيهتستفتيان",1,"فٖيهِتَسْتَفْتِيَانِؕ","12:41:19"
"فانسيه",1,"فَاَنْسٰيهُ","12:42:10"
"سنبله",1,"سُنْبُلِهٖٓ","12:47:10"
"خطبكن",1,"خَطْبُكُنَّ","12:51:3"
"راودتن",1,"رَاوَدْتُنَّ","12:51:5"
"حصحص",1,"حَصْحَصَ","12:51:21"
"اخنه",1,"اَخُنْهُ","12:52:5"
"ابرئ",1,"اُبَرِّئُ","12:53:2"
"لامارة",1,"لَاَمَّارَةٌ","12:53:6"
"استخلصه",1,"اَسْتَخْلِصْهُ","12:54:5"
"كلمه",1,"كَلَّمَهُ","12:54:8"
"يتبوا",1,"يَتَبَوَّاُ","12:56:6"
"برحمتنا",1,"بِرَحْمَتِنَا","12:56:11"
"فعرفهم",1,"فَعَرَفَهُمْ","12:58:6"
"باخ",1,"بِاَخٍ","12:59:6"
"او࣒فى",1,"اُو࣒فِي","12:59:13"
"تاتونى",1,"تَاْتُونٖي","12:60:3"
"تقربون",1,"تَقْرَبُونِ","12:60:10"
"سنراود",1,"سَنُرَاوِدُ","12:61:2"
"اباه",1,"اَبَاهُ","12:61:4"
"لفاعلون",1,"لَفَاعِلُونَ","12:61:6"
"لفتيانه",1,"لِفِتْيَانِهِ","12:62:2"
"اجعلوا",1,"اجْعَلُوا","12:62:3"
"رحالهم",1,"رِحَالِهِمْ","12:62:6"
"يعرفونها",1,"يَعْرِفُونَهَٓا","12:62:8"
"ابيهم",1,"اَبٖيهِمْ","12:63:4"
"نكتل",1,"نَكْتَلْ","12:63:13"
"امنكم",1,"اٰمَنُكُمْ","12:64:3"
"حافظا",1,"حَافِظًاࣕ","12:64:14"
"فتحوا",1,"فَتَحُوا","12:65:2"
"متاعهم",1,"مَتَاعَهُمْ","12:65:3"
"وجدوا",1,"وَجَدُوا","12:65:4"
"نبغى",1,"نَبْغٖيؕ","12:65:11"
"بضاعتنا",1,"بِضَاعَتُنَا","12:65:13"
"ونمير",1,"وَنَمٖيرُ","12:65:16"
"ونحفظ",1,"وَنَحْفَظُ","12:65:18"
"ونزداد",1,"وَنَزْدَادُ","12:65:20"
"تؤتون",1,"تُؤْتُونِ","12:66:6"
"لتاتننى",1,"لَتَاْتُنَّنٖي","12:66:10"
"يحاط",1,"يُحَاطَ","12:66:14"
"موثقهم",1,"مَوْثِقَهُمْ","12:66:18"
"متفرقة",1,"مُتَفَرِّقَةٍؕ","12:67:12"
"فليتوكلالمتوكلون",1,"فَلْيَتَوَكَّلِالْمُتَوَكِّلُونَ","12:67:27"
"قضيها",1,"قَضٰيهَاؕ","12:68:20"
"اخوك",1,"اَخُوكَ","12:69:11"
"لسقاية",1,"السِّقَايَةَ","12:70:5"
"رحل",1,"رَحْلِ","12:70:7"
"ايتها",1,"اَيَّتُهَا","12:70:12"
"لسارقون",1,"لَسَارِقُونَ","12:70:15"
"واقبلوا",1,"وَاَقْبَلُوا","12:71:2"
"تفقدون",1,"تَفْقِدُونَ","12:71:5"
"نفقد",1,"نَفْقِدُ","12:72:2"
"صواع",1,"صُوَاعَ","12:72:3"
"لنفسد",1,"لِنُفْسِدَ","12:73:7"
"سارقين",1,"سَارِقٖينَ","12:73:12"
"رحله",1,"رَحْلِهٖ","12:75:6"
"فبدا",1,"فَبَدَاَ","12:76:1"
"باوعيتهم",1,"بِاَوْعِيَتِهِمْ","12:76:2"
"استخرجها",1,"اسْتَخْرَجَهَا","12:76:7"
"كدنا",1,"كِدْنَا","12:76:12"
"لياخذ",1,"لِيَاْخُذَ","12:76:16"
"وفوق",1,"وَفَوْقَ","12:76:29"
"يسرق",1,"يَسْرِقْ","12:77:3"
"فاسرها",1,"فَاَسَرَّهَا","12:77:10"
"يبدها",1,"يُبْدِهَا","12:77:15"
"احدنا",1,"اَحَدَنَا","12:78:10"
"ناخذ",1,"نَاْخُذَ","12:79:5"
"استيسوا",1,"اسْتَيْـَٔسُوا","12:80:2"
"خلصوا",1,"خَلَصُوا","12:80:4"
"اباكم",1,"اَبَاكُمْ","12:80:11"
"فرطتم",1,"فَرَّطْتُمْ","12:80:21"
"ابنك",1,"ابْنَكَ","12:81:7"
"والعير",1,"وَالْعٖيرَ","12:82:6"
"اقبلنا",1,"اَقْبَلْنَا","12:82:8"
"يااسفى",1,"يَٓااَسَفٰى","12:84:4"
"وابيضت",1,"وَابْيَضَّتْ","12:84:7"
"تفتؤا",1,"تَفْتَؤُ࣑ا","12:85:3"
"حرضا",1,"حَرَضًا","12:85:8"
"لهالكين",1,"الْهَالِكٖينَ","12:85:12"
"اشكوا",1,"اَشْكُوا","12:86:3"
"بثى",1,"بَثّٖي","12:86:4"
"وحزنى",1,"وَحُزْنٖٓي","12:86:5"
"فتحسسوا",1,"فَتَحَسَّسُوا","12:87:4"
"تايسوا",1,"تَايْــَٔسُوا","12:87:9"
"لقومالكافرون",1,"الْقَوْمُالْكَافِرُونَ","12:87:20"
"واهلنا",1,"وَاَهْلَنَا","12:88:8"
"ببضاعة",1,"بِبِضَاعَةٍ","12:88:11"
"مزجية",1,"مُزْجٰيةٍ","12:88:12"
"فاوف",1,"فَاَوْفِ","12:88:13"
"وتصدق",1,"وَتَصَدَّقْ","12:88:16"
"لمتصدقين",1,"الْمُتَصَدِّقٖينَ","12:88:21"
"بيوسف",1,"بِيُوسُفَ","12:89:6"
"جاهلون",1,"جَاهِلُونَ","12:89:10"
"ءانك",1,"ءَاِنَّكَ","12:90:2"
"ويصبر",1,"وَيَصْبِرْ","12:90:17"
"اثرك",1,"اٰثَرَكَ","12:91:4"
"تثريب",1,"تَثْرٖيبَ","12:92:3"
"بقميصى",1,"بِقَمٖيصٖي","12:93:2"
"باهلكم",1,"بِاَهْلِكُمْ","12:93:11"
"لاجد",1,"لَاَجِدُ","12:94:7"
"تفندون",1,"تُفَنِّدُونِ","12:94:12"
"ضلالك",1,"ضَلَالِكَ","12:95:5"
"لبشير",1,"الْبَشٖيرُ","12:96:4"
"لقيه",1,"اَلْقٰيهُ","12:96:5"
"فارتد",1,"فَارْتَدَّ","12:96:8"
"وخروا",1,"وَخَرُّوا","12:100:5"
"اخرجنى",1,"اَخْرَجَنٖي","12:100:23"
"لبدو",1,"الْبَدْوِ","12:100:29"
"اخوتى",1,"اِخْوَتٖيؕ","12:100:37"
"اتيتنى",1,"اٰتَيْتَنٖي","12:101:3"
"وعلمتنى",1,"وَعَلَّمْتَنٖي","12:101:6"
"توفنى",1,"تَوَفَّنٖي","12:101:18"
"اجمعوا",1,"اَجْمَعُٓوا","12:102:11"
"حرصت",1,"حَرَصْتَ","12:103:5"
"يمرون",1,"يَمُرُّونَ","12:105:7"
"غاشية",1,"غَاشِيَةٌ","12:107:4"
"اتبعنى",1,"اتَّبَعَنٖيؕ","12:108:11"
"استيس",1,"اسْتَيْـَٔسَ","12:110:3"
"فنجى",1,"فَنُجِّيَ","12:110:11"
"قصصهم",1,"قَصَصِهِمْ","12:111:4"
"عبرة",1,"عِبْرَةٌ","12:111:5"
"يحفظونه",1,"يَحْفَظُونَهُ","13:11:8"
"خيفته",1,"خٖيفَتِهٖۚ","13:13:6"
"ببالغه",1,"بِبَالِغِهٖؕ","13:14:21"
"كخلقه",1,"كَخَلْقِهٖ","13:16:34"
"تنبؤ࣒نه",1,"تُنَبِّؤُ࣒نَهُ","13:33:15"
"لحكمه",1,"لِحُكْمِهٖؕ","13:41:13"
"بايام",1,"بِاَيَّامِ","14:5:13"
"انجيكم",1,"اَنْجٰيكُمْ","14:6:10"
"اذيتمونا",1,"اٰذَيْتُمُونَاؕ","14:12:13"
"يتجرعه",1,"يَتَجَرَّعُهُ","14:17:1"
"يسيغه",1,"يُسٖيغُهُ","14:17:4"
"وليعلموا",1,"وَلِيَعْلَمُٓوا","14:52:6"
"وليذكر",1,"وَلِيَذَّكَّرَ","14:52:11"
"لوما",1,"لَوْمَا","15:7:1"
"نسلكه",1,"نَسْلُكُهُ","15:12:2"
"خزائنه",1,"خَزَٓائِنُهُؗ","15:21:6"
"ننزله",1,"نُنَزِّلُهُٓ","15:21:8"
"خلقته",1,"خَلَقْتَهُ","15:33:6"
"نبئ",1,"نَبِّئْ","15:49:1"
"وجلون",1,"وَجِلُونَ","15:52:9"
"توجل",1,"تَوْجَلْ","15:53:3"
"ابشرتمونى",1,"اَبَشَّرْتُمُونٖي","15:54:2"
"تبشرون",1,"تُبَشِّرُونَ","15:54:8"
"بشرناك",1,"بَشَّرْنَاكَ","15:55:2"
"لقانطين",1,"الْقَانِطٖينَ","15:55:7"
"يقنط",1,"يَقْنَطُ","15:56:3"
"لمنجوهم",1,"لَمُنَجُّوهُمْ","15:59:5"
"واتيناك",1,"وَاَتَيْنَاكَ","15:64:1"
"وامضوا",1,"وَامْضُوا","15:65:12"
"مقطوع",1,"مَقْطُوعٌ","15:66:8"
"تفضحون",1,"تَفْضَحُونِۙ","15:68:6"
"ننهك",1,"نَنْهَكَ","15:70:3"
"لعمرك",1,"لَعَمْرُكَ","15:72:1"
"سكرتهم",1,"سَكْرَتِهِمْ","15:72:4"
"فجعلنا",1,"فَجَعَلْنَا","15:74:1"
"للمتوسمين",1,"لِلْمُتَوَسِّمٖينَ","15:75:5"
"لبسبيل",1,"لَبِسَبٖيلٍ","15:76:2"
"لبامام",1,"لَبِاِمَامٍ","15:79:4"
"ينحتون",1,"يَنْحِتُونَ","15:82:2"
"لصفح",1,"الصَّفْحَ","15:85:13"
"لجميل",1,"الْجَمٖيلَ","15:85:14"
"لمثانى",1,"الْمَثَانٖي","15:87:5"
"لمقتسمين",1,"الْمُقْتَسِمٖينَۙ","15:90:4"
"عضين",1,"عِضٖينَ","15:91:4"
"لنسلنهم",1,"لَنَسْـَٔلَنَّهُمْ","15:92:2"
"فاصدع",1,"فَاصْدَعْ","15:94:1"
"كفيناك",1,"كَفَيْنَاكَ","15:95:2"
"لمستهزءين",1,"الْمُسْتَهْزِءٖينَۙ","15:95:3"
"يضيق",1,"يَضٖيقُ","15:97:4"
"واعبد",1,"وَاعْبُدْ","15:99:1"
"ياتيك",1,"يَاْتِيَكَ","15:99:4"
"فاياى",1,"فَاِيَّايَ","16:51:11"
"فاليه",1,"فَاِلَيْهِ","16:53:11"
"تجرون",1,"تَجْــَٔرُونَۚ","16:53:12"
"يتوارى",1,"يَتَوَارٰى","16:59:1"
"ايمسكه",1,"اَيُمْسِكُهُ","16:59:9"
"هون",1,"هُونٍ","16:59:11"
"يدسه",1,"يَدُسُّهُ","16:59:13"
"لتراب",1,"التُّرَابِؕ","16:59:15"
"يكرهون",1,"يَكْرَهُونَ","16:62:4"
"وتصف",1,"وَتَصِفُ","16:62:5"
"مفرطون",1,"مُفْرَطُونَ","16:62:17"
"فزين",1,"فَزَيَّنَ","16:63:8"
"فرث",1,"فَرْثٍ","16:66:12"
"ودم",1,"وَدَمٍ","16:66:13"
"خالصا",1,"خَالِصًا","16:66:15"
"لنخيل",1,"النَّخٖيلِ","16:67:3"
"سكرا",1,"سَكَرًا","16:67:7"
"لنحل",1,"النَّحْلِ","16:68:4"
"اتخذى",1,"اتَّخِذٖي","16:68:6"
"كلى",1,"كُلٖي","16:69:2"
"فاسلكى",1,"فَاسْلُكٖي","16:69:6"
"ذللا",1,"ذُلُلًاؕ","16:69:9"
"برادى",1,"بِرَٓادّٖي","16:71:11"
"افبنعمة",1,"اَفَبِنِعْمَةِ","16:71:20"
"وحفدة",1,"وَحَفَدَةً","16:72:12"
"وبنعمت",1,"وَبِنِعْمَتِ","16:72:18"
"تضربوا",1,"تَضْرِبُوا","16:74:2"
"مملوكا",1,"مَمْلُوكًا","16:75:5"
"رزقناه",1,"رَزَقْنَاهُ","16:75:11"
"وجهرا",1,"وَجَهْرًاؕ","16:75:19"
"ابكم",1,"اَبْكَمُ","16:76:6"
"يوجهه",1,"يُوَجِّهْهُ","16:76:16"
"جو",1,"جَوِّ","16:79:7"
"تستخفونها",1,"تَسْتَخِفُّونَهَا","16:80:13"
"ظعنكم",1,"ظَعْنِكُمْ","16:80:15"
"اقامتكم",1,"اِقَامَتِكُمْۙ","16:80:17"
"اصوافها",1,"اَصْوَافِهَا","16:80:19"
"واوبارها",1,"وَاَوْبَارِهَا","16:80:20"
"واشعارها",1,"وَاَشْعَارِهَٓا","16:80:21"
"اكنانا",1,"اَكْنَانًا","16:81:11"
"سرابيل",1,"سَرَابٖيلَ","16:81:14"
"وسرابيل",1,"وَسَرَابٖيلَ","16:81:17"
"تسلمون",1,"تُسْلِمُونَ","16:81:25"
"ينكرونها",1,"يُنْكِرُونَهَا","16:83:5"
"شركاءهم",1,"شُرَكَٓاءَهُمْ","16:86:5"
"شركاؤنا",1,"شُرَكَٓاؤُ࣑نَا","16:86:9"
"والاحسان",1,"وَالْاِحْسَانِ","16:90:5"
"وايتائ",1,"وَاٖيتَٓائِ","16:90:6"
"وينهى",1,"وَيَنْهٰى","16:90:9"
"تنقضوا",1,"تَنْقُضُوا","16:91:7"
"توكيدها",1,"تَوْكٖيدِهَا","16:91:10"
"جعلتم",1,"جَعَلْتُمُ","16:91:12"
"كفيلا",1,"كَفٖيلًاؕ","16:91:15"
"كالتى",1,"كَالَّتٖي","16:92:3"
"نقضت",1,"نَقَضَتْ","16:92:4"
"غزلها",1,"غَزْلَهَا","16:92:5"
"انكاثا",1,"اَنْكَاثًاؕ","16:92:9"
"اربى",1,"اَرْبٰى","16:92:18"
"يبلوكم",1,"يَبْلُوكُمُ","16:92:22"
"وليبينن",1,"وَلَيُبَيِّنَنَّ","16:92:25"
"ولتسلن",1,"وَلَتُسْـَٔلُنَّ","16:93:14"
"فتزل",1,"فَتَزِلَّ","16:94:6"
"ثبوتها",1,"ثُبُوتِهَا","16:94:9"
"وتذوقوا",1,"وَتَذُوقُوا","16:94:10"
"صددتم",1,"صَدَدْتُمْ","16:94:13"
"ينفد",1,"يَنْفَدُ","16:96:3"
"باق",1,"بَاقٍؕ","16:96:7"
"ولنجزين",1,"وَلَنَجْزِيَنَّ","16:96:8"
"فلنحيينه",1,"فَلَنُحْيِيَنَّهُ","16:97:10"
"سلطانه",1,"سُلْطَانُهُ","16:100:2"
"يتولونه",1,"يَتَوَلَّوْنَهُ","16:100:5"
"مفتر",1,"مُفْتَرٍؕ","16:101:13"
"ليثبت",1,"لِيُثَبِّتَ","16:102:8"
"اعجمى",1,"اَعْجَمِيٌّ","16:103:12"
"اكره",1,"اُكْرِهَ","16:106:9"
"مطمئن",1,"مُطْمَئِنٌّ","16:106:11"
"صدرا",1,"صَدْرًا","16:106:17"
"فعليهم",1,"فَعَلَيْهِمْ","16:106:18"
"وسمعهم",1,"وَسَمْعِهِمْ","16:108:7"
"وتوفى",1,"وَتُوَفّٰى","16:111:8"
"مطمئنة",1,"مُطْمَئِنَّةً","16:112:7"
"فكفرت",1,"فَكَفَرَتْ","16:112:14"
"بانعم",1,"بِاَنْعُمِ","16:112:15"
"فاذاقها",1,"فَاَذَاقَهَا","16:112:17"
"لجوع",1,"الْجُوعِ","16:112:20"
"والخوف",1,"وَالْخَوْفِ","16:112:21"
"تصف",1,"تَصِفُ","16:116:4"
"حلال",1,"حَلَالٌ","16:116:8"
"لتفتروا",1,"لِتَفْتَرُوا","16:116:11"
"لانعمه",1,"لِاَنْعُمِهِؕ","16:121:2"
"وهديه",1,"وَهَدٰيهُ","16:121:4"
"والموعظة",1,"وَالْمَوْعِظَةِ","16:125:6"
